FID	IID	Some pheno 101	Some pheno 102	Some pheno 103	Some pheno 104	Some pheno 105	Some pheno 106	Some pheno 107	Some pheno 108	Some pheno 109	Some pheno 110
FID 23	IID 5023	2.471041690925847	-3.1105512717809023	-4.310262050747097	0.5029537854841863	2.5660649166245006	1.4571362037844326	2.9748628398881998	-5.841631149478976	2.5766908327653106	2.847722207451681
FID 24	IID 5024	-3.3751631071825843	3.1828017279170924	1.473667606784345	1.4557720763262836	-11.505475367130146	2.3023017368808354	3.9837902299807437	4.907246601590261	3.5738805973146035	-5.981854972570715
FID 25	IID 5025	-1.0926054841813193	-4.711684718487058	0.597734131755137	-2.8925828346599345	3.8905737204626583	-4.252359997735361	-0.7673942423895828	-2.260338134668978	-6.389262383274306	7.64120343488166
FID 26	IID 5026	-1.054409372251523	0.47576330908655673	-1.2993323936073913	-1.017792355062304	4.156097579752542	-0.10779377419387748	-7.296734416486894	6.7223667647182905	-1.8796763615605685	-3.1549002386107032
FID 27	IID 5027	-4.635782640202088	3.31410007636505	-0.3233370060377583	7.872811936721277	2.0520104806558006	6.14163357558764	-0.04667898353878917	0.6069596532208679	-9.86971483941879	1.6436339197986176
FID 28	IID 5028	9.796232687928377	-3.207093638690218	-3.8921724837630975	0.8190719882767246	2.0632218284581096	1.995612895774772	-9.63450015647658	6.430283225599087	10.942750506295456	-1.2330868092541285
FID 29	IID 5029	-2.409458316821596	-1.486107309418306	-3.9113995665734076	-3.751103664283114	-8.510784890664878	2.663782135444845	3.202386918303782	-1.9856276039538296	-5.673203454360271	-4.44805276386029
FID 30	IID 5030	3.5191121939533643	-0.16914419357889487	-1.0255733806354184	1.2574834289334684	-11.470115293634727	9.446002437844932	-4.6203532753881165	0.010079727911642022	0.2823458700947863	3.155803355978597
FID 31	IID 5031	-1.5381236097808157	-0.34159035356877565	-10.342982134750866	6.70534450702836	-1.67974165524716	1.9834301897356785	-5.956009616669336	5.129110659011723	4.637258171992185	-2.601891148784975
FID 32	IID 5032	0.08055568838166538	-9.517678277166187	-10.289219134685528	3.142556819690637	11.834853531455007	-3.772738570457741	-11.974691692863134	-1.3192878531608447	-1.1544199061718192	0.10813947147780478
FID 33	IID 5033	6.4338421745655845	-4.691965255975073	6.136535695802116	-3.002716963111938	-7.0359772952384	2.322299736090343	-8.546908383676378	-6.446429476437379	5.10322142101826	1.4409346765670787
FID 34	IID 5034	-9.219095288280936	6.523909857032516	-7.654174464682702	-1.3345052306845777	-6.192447900045031	4.1770037317772175	1.886840307617399	6.298532202492533	1.6171651783391654	-5.492869035045237
FID 35	IID 5035	-4.922057101754213	-3.0389446663896518	-1.8798692998916882	1.5353651164721789	2.942565584587353	3.6058704300011737	-7.206385040284209	1.9593847135369569	1.0452150385667829	-0.6552910253578913
FID 36	IID 5036	-6.816806953977924	-3.1357320493596985	-9.286665981491002	8.537208632101805	6.0675239675471335	-0.8148342551170678	-1.924985717116112	2.232162009779198	-5.608771123816527	3.1552890098708497
FID 37	IID 5037	2.164949000138148	0.8077142203587293	1.203942698693821	5.166247995202651	5.027431571570225	-1.7259390210805927	0.36066486234277395	2.125782382484706	0.1436449182740387	11.734955407509158
FID 38	IID 5038	-5.621352700857461	4.318133572012449	4.259856926515357	4.637567774899031	-2.5571135677872103	2.6370063911095216	0.34538138832594956	-0.15559914533663766	4.303098413411259	-2.389741802628056
FID 39	IID 5039	-3.7928926502794402	-1.8127982513753422	0.8397492876695722	0.630386553790391	0.31871866968833484	-5.835873337360301	1.8576361200715008	-0.7662369117267409	-2.7898262594911603	1.736640261480062
FID 40	IID 5040	9.438132474821002	-1.4541202505917734	2.9558541805594762	-0.3577563902762897	0.5121756534188755	-1.490686443628787	-3.5144267722842404	-3.396700975356314	1.1845187595886553	2.435402860385694
FID 41	IID 5041	-1.6558607445192797	0.5481777594211803	-0.2623928006126297	-6.08975415074876	5.575833466917242	1.3788458219136812	-7.861702751508905	4.209894391394522	3.1640305705099614	-4.414477106029802
FID 42	IID 5042	-1.9495314992134392	0.7752955599383177	5.050233144841593	-0.748021349147014	-6.859426830455899	-3.847496210333697	-0.503396106956217	-3.3480711797843044	0.9595906371395302	-3.6951556166266117
FID 43	IID 5043	-0.5370715292311753	6.766808991781636	-1.8783091154033187	5.194534182711457	0.6290559686113424	4.006270833870383	-6.684946100267005	1.367773105493221	2.065361319383284	-2.5047392714261982
FID 44	IID 5044	7.757332931105896	-7.896802295916537	-9.640621918033695	8.40108581177588	-2.050727005622306	2.228319662595215	-6.676111224720373	1.3176113966604164	5.489538960882733	0.2273066272803299
FID 45	IID 5045	-1.4810890355033162	0.29011207606005707	0.6568448942093372	0.387189721930278	-4.335538011386567	-0.18886043492578652	-1.3732808049828624	3.7181827939217085	5.8445628026847825	-4.36311210247233
FID 46	IID 5046	-6.269495097339464	4.63511166807215	1.8473638611250442	1.6717789276235249	-2.031288582388429	1.7544568797270188	3.512972119862985	-3.52725684804562	-4.439564255027875	-2.29623408061479
FID 47	IID 5047	-5.9831568161939375	5.900768288102357	1.7243775590155623	-0.448965764473907	-3.751891682840939	6.705320991205756	-1.5146396140570069	2.2384491717101107	2.5629957610692067	-2.3589828549103946
FID 48	IID 5048	-3.976985022743981	2.7295610404355193	-1.8220201340414242	2.4885664465704975	3.652507928616349	-2.941810354889883	2.0929206487059213	1.675487795348731	-1.7678813966868256	3.256179330604967
FID 49	IID 5049	3.9729573632604014	-2.815389706007732	-0.03646545980910898	-3.0818625955196466	3.3992697753095023	-3.4314117197480543	-2.082599685477587	-3.1992049194965606	-2.7767264048928615	5.823471256759845
FID 50	IID 5050	8.10502758357082	-7.047845249228358	-6.640218514889606	-6.743794288352581	-4.191951326111408	1.3844423429579702	-2.2419025307309433	-0.2625514928945205	4.1126317463282875	-2.0489570193658344
FID 51	IID 5051	7.308467799850392	-3.817960049797776	-0.3949217914722324	4.528715566100721	-0.982690706558917	2.0700923035709144	-1.6048966817642614	2.1914994824681666	10.853307237855194	5.216208574384981
FID 52	IID 5052	-2.3269403641057242	-1.4887364560637675	-5.414526295507668	-1.6912413392423622	4.13224607585188	-4.021470278665315	-4.038070248194515	-0.8317625905361994	0.15349278587622972	0.8013353952109035
FID 53	IID 5053	-7.562294538155648	-0.010117890061771107	-6.291926041832589	1.8604364889253873	1.0228410230078828	1.2877519782930165	-5.193297476869041	2.464815228327323	4.623402909921253	-7.0362984391900785
FID 54	IID 5054	-4.464557257242049	4.451591456093862	-3.1426210450923224	10.07349898765624	-2.613556394448346	5.957694485334518	-2.21020143939074	-2.0474726673327774	2.245812763690062	3.1763783895340634
FID 55	IID 5055	0.6571419401478905	4.06421835522821	0.6603898049173273	5.209459416115948	-4.5390982783521725	4.9895028182137064	-1.9046341656308436	-6.439272599298553	3.2705459851577885	-3.4155885161717743
FID 56	IID 5056	-3.8379849675035964	-4.9886575868035585	-12.472384048486429	1.7039195918143237	0.5867043589311365	0.5629288327581761	-2.967243072823506	5.698098051314851	-0.7022134619947488	-1.9233823188740988
FID 57	IID 5057	-2.274410574599523	-4.601041742608231	-8.602353712880022	-1.0293904360720276	-3.3080159062956707	-2.420711028317437	-2.531706242239108	7.915420009387676	5.313795394530884	-3.026451350704323
FID 58	IID 5058	1.8631886101689508	1.0738654061474149	-1.3504017486145572	-5.263709594126405	-3.088051266076146	2.5647667045211677	-4.508343336527053	5.293004475058399	5.178641673449323	-2.362314607560721
FID 59	IID 5059	0.04608176007428266	-1.345147621075299	1.0383762729327035	-1.4970764069447546	-3.353358816689705	-6.766312010453403	10.668588547369243	-2.7829151425703733	-1.143975357232164	-0.31668244975865745
FID 60	IID 5060	-1.9764254666566927	-3.963382749765196	-1.62222517999871	-0.6370867530025037	0.6675949903870662	0.8530316618026759	-6.095692856450555	-2.2327934608984825	-0.12689725735066837	0.4046260852161201
FID 61	IID 5061	-1.324171684274941	0.479960468477337	-3.647142999903926	0.11216538131734977	2.0698243400986645	3.522263795432159	-5.550094417682243	-2.4224451166407697	-1.2885111193857048	-2.5939041021866744
FID 62	IID 5062	1.4475957075561814	-2.5920235552168034	-2.577169589992818	11.627568708459766	-5.969749613919422	6.324830730478005	-0.440073078414736	-0.7187870904424938	5.925648389404514	1.3086178966728044
FID 63	IID 5063	-2.2887790382847064	-7.966416091089629	-15.074208120195301	7.071168361065361	11.073725959223014	-3.5096586621784738	-5.271001730814569	5.839096646290272	-2.2961126130767626	-1.8782959795012024
FID 64	IID 5064	-1.561747994281781	0.5157628153629248	3.350113265325297	7.189022030780458	-6.617849054706911	2.464181043222351	1.6872287084109763	1.0854383442389803	2.0677512637923807	5.82593138213436
FID 65	IID 5065	-10.044064441677817	3.5017184152791705	3.3216526630861916	5.263450700856936	2.699105934570598	-2.599470451308057	-1.6814414275120495	-0.03695838582147837	-0.7336740456910693	2.108182871578045
FID 66	IID 5066	6.809218977554597	-5.481009821203223	0.9638886040791592	-3.8800144189490187	-12.821887049362456	-0.2832448585217091	7.595854397271667	4.728113743708638	8.673438522131818	1.6285254840379246
FID 67	IID 5067	8.193643199472637	-5.041095840067722	4.705015098511311	0.08800195781920639	-3.2925509171471976	-1.0183871999815663	-9.62806430077423	-7.639914723047777	5.417798818459754	5.047482621681556
FID 68	IID 5068	1.5160581579394192	-7.41332015147882	-1.6869016147146363	-9.278399970005303	4.842609615270177	-7.72576168462777	-5.7830085998383485	-6.596638234843526	-1.455269765279409	-2.0968759028512416
FID 69	IID 5069	-0.13707489857697386	1.3244509240644557	1.2558964980038025	-1.688977139909581	5.412250948456516	-1.9988644735308503	1.661312618273376	-2.0475410559047944	2.4676745973289265	-2.3962901934664345
FID 70	IID 5070	-9.199282094909359	5.0753756454457335	3.358436580580576	1.1705898917439046	0.7670667931055721	4.520126920371983	0.19177436575191398	2.4086362131992383	5.055592382660494	-5.531455989048493
FID 71	IID 5071	-0.16062723020519942	-0.33352477429197225	1.077809575921569	-0.4473633114619753	3.7022671216620973	-0.9688200812546801	-8.453995311950067	-2.338577769462562	-0.006584495999185647	2.2740452154070905
FID 72	IID 5072	-7.137821970154269	0.7554787697346714	-0.07639195996425352	-8.821777534443676	0.4203296407071182	0.23947607036110252	-0.07990782122363616	-6.905571110045262	-7.646024389221154	-1.3061278370797305
FID 73	IID 5073	3.8221066874933562	0.9274149933463343	4.995757682194027	-2.5658645994095695	-14.25209126176996	6.878620594438059	0.1977976006551203	-2.6274561051015404	5.179334132158997	-0.6631301701702781
FID 74	IID 5074	5.762410770203238	1.184455622197747	1.6441754225216445	3.814198173008002	2.625161794038225	-4.479428168250248	-0.6651514838279704	2.066335729450462	8.000681175919466	3.7285759015466984
FID 75	IID 5075	3.0546055938842485	-6.32113613412354	0.669736774116183	-6.7799454858335615	2.1017810459390107	-1.8957183146124226	-4.822840222144407	-6.123044519079624	-2.1890211200481096	-4.568217347223542
FID 76	IID 5076	-5.646671663120216	4.185542391211078	-4.6420375636565305	9.280056492075527	4.634174074661768	0.1329628198982984	-0.39401516925028884	7.654500775986476	-3.796152962206691	6.268484756261531
FID 77	IID 5077	-0.036023711327375474	3.420824994872932	-0.05436671072219745	15.991425326670353	10.802764766597278	11.408115328313155	-14.672244016268786	-0.21620057784589775	7.487640314721207	0.4108394893685987
FID 78	IID 5078	4.022599419236435	4.1413348513088515	0.9146337619570719	2.424839431377766	-4.91516842259835	7.859514632766146	-2.307429599805832	6.620110112131789	7.8621688595222645	2.5120978999551795
FID 79	IID 5079	3.321514675775174	2.3110040501320177	0.6887844676989578	8.51791001678251	-4.765270685544301	9.505684041979041	-2.507894462903105	1.387765689721066	3.0716624687425633	-0.6208747079648782
FID 80	IID 5080	-2.0799291739354806	0.7147479196713019	-1.2500734671711744	-1.2387053156667553	-2.3991470865583238	4.126549906568895	-0.9246045796170677	-2.3703616064628914	3.1893569249044242	-0.8148253541835762
FID 81	IID 5081	1.6268193052843478	-5.3388585277816505	-3.353898061316535	2.2431801397660385	1.258478739513754	-2.6772089684882348	-2.092440540222448	0.12017815623079153	0.5473663715896411	1.8770643542519743
FID 82	IID 5082	-7.739908340246288	5.750362257258458	-4.214911341082738	7.70217487434219	-4.810551467487277	3.7332826647581494	3.646437485342496	7.083682551204728	-0.4064267583027542	-3.8956990948034784
FID 83	IID 5083	-1.885744613800124	3.276212751633297	1.3096980635262163	4.5300589086434755	-6.018536942105117	3.883221572378725	2.210741475265015	2.9927613678098606	0.42122725532105787	0.7053734324162184
FID 84	IID 5084	-3.141760372158576	1.340601509223423	4.300607536365196	3.6225909152711586	8.474476742435742	-1.4347367466463377	-3.42674655080236	0.9100786189405327	0.46782216513336516	0.8085351792240412
FID 85	IID 5085	-1.9633430866697887	-2.93372569076195	-7.42863207041587	6.380474146272084	6.71266734418343	2.090164675120275	-6.193925554234446	9.827863075475856	5.879730577423968	1.9003372978716428
FID 86	IID 5086	-7.211815176830081	3.4400325118819493	7.573694038670487	0.5218047266184516	-0.6371853081413135	-5.373193828661039	6.2289199331329455	2.7682855949782605	-2.7743537926580824	3.800192075987915
FID 87	IID 5087	-0.1556202210760076	-9.432133727420853	-8.071064083015447	1.5476081513517639	8.711869042264814	-5.435683383998777	-13.743057689817853	-2.923219251521121	2.2603312535615228	0.46521729925697475
FID 88	IID 5088	-10.12663698122477	0.3645316564023706	4.902147646412605	7.780444368284545	4.099079505886949	2.9276505719834387	-6.46092729309599	2.3044538203895026	3.798266321632587	-0.22738591373602257
FID 89	IID 5089	1.510782350871332	-0.06276876460003011	-7.316657971808731	9.74129153039533	2.8704556931600775	8.482519644028876	-6.440743783498023	-0.8114374326389475	5.229725902077106	3.8057750889225432
FID 90	IID 5090	4.182267593860563	-4.851548347784628	-2.24066043508559	3.8874967068262642	-0.5537204649393928	-0.37289172317431696	-2.177018884851604	-0.4415477139681969	3.73850646411256	0.7443740471433415
FID 91	IID 5091	4.382884645866623	-3.292397530094209	7.287273799681256	-4.394099861784923	1.2426628391388834	-2.429750476254531	-3.7650953146018393	-10.86041482172587	0.8782418132016643	5.758345364752066
FID 92	IID 5092	-4.029715123607539	1.5679425667276148	-3.19063349437919	4.181929026200996	11.237179908145453	-0.1876017048208114	-2.6614509336012455	1.4108228747185918	-3.527470878446837	2.602710701020156
FID 93	IID 5093	1.7727618245810408	-2.6241729760874444	-10.272990843578702	3.9364405456975544	0.45439249823410366	4.17054173532316	-4.140374183757901	-1.2810867337461103	2.1872664802841673	-2.0172301940024764
FID 94	IID 5094	0.8773246491752549	6.436529734313267	-2.629598896093181	3.261367432527724	-2.427739387476295	4.705005711567821	0.6735282812527816	4.0673996304238775	5.403714485091097	-4.227939545899422
FID 95	IID 5095	-3.74943712367192	1.1579639602397165	0.4305564967663832	-3.1674455164889275	-4.16582686809911	-0.9970102229256359	-3.147930835784032	1.0986359836989519	2.4782429932955146	-0.3411958917146496
FID 96	IID 5096	-0.44231878512606837	-1.3737470963177616	0.004633894729427546	-7.562550765561418	3.04916378059448	-7.1407560191054955	-1.0267198707739698	0.47803993100435016	6.3170014230639735	0.7686665393619896
FID 97	IID 5097	-1.1348636026030294	-0.35393347252451823	0.8111454520115794	-8.529583522595797	-4.036865145105932	-3.8893253718154734	3.9105939097995006	-0.2690119018735384	2.4411322362890506	-0.72434079201558
FID 98	IID 5098	-2.0227318895105557	6.659388274406876	0.1358324538749256	3.482583222800103	0.6205981620829467	-1.5960408767935066	1.7549628130337647	-1.1944347364281929	-4.0087494109738335	0.5881727662211739
FID 99	IID 5099	0.4926791076965915	3.793421126622013	-0.29404583202551304	1.3429631531405568	0.44671769217749047	2.0758401370176713	0.9576253414592371	-7.041056313779771	-3.3714233759895524	-1.3602056814727113
FID 100	IID 5100	-3.045332869596586	-4.369788014914432	-8.865346683006303	2.9785201186645107	3.5188258464317403	-1.8418051364885009	-6.819969404831298	2.0123810366403427	-0.6988496042244561	-0.22469388573713256
FID 101	IID 5101	9.455332686831525	-3.0241300176972308	1.3266230761197	4.120728742462076	-8.389848017720187	8.182885491215146	-5.632520303795193	-0.30305676794880476	7.310803908428344	-1.5950107501609674
FID 102	IID 5102	1.1669292695874653	5.756731332473363	-1.2001476356797438	4.280317487029342	-0.47395521155089604	3.36628804386764	1.8319072685690592	3.4446062892550167	-0.45969577803167433	-0.35096994181660757
FID 103	IID 5103	-0.9479627739788281	3.4203857348356896	-1.6807082736998846	8.404827780355731	-2.0660438440639295	8.831204274019743	-15.142259721389665	4.400861985967709	7.994255536896054	-3.085848261123387
FID 104	IID 5104	3.7180633323851633	-5.496287752896378	0.7727174250292792	0.04646847608852156	1.3530575195054	1.1000280923700914	-8.036972698656685	-6.395209396106642	4.052606962188084	-0.7336841703683391
FID 105	IID 5105	-4.180470501554276	-5.336551889847798	-5.178239311283269	-3.2684389220019576	-2.9941814233089397	-1.7627040744906939	-7.540291289732599	-3.246330124970217	0.030752188063150054	-3.809936141994416
FID 106	IID 5106	-9.386630799043184	-0.9253851336091614	-1.4232071842028358	-10.81430636026833	-1.6299956028118525	-9.686441475877382	5.520859565946048	0.5608398191758002	4.090756900013955	-7.341560082627158
FID 107	IID 5107	2.532118051009294	-2.716974976276898	-1.299129769247802	1.4494576454403498	-3.447754382572131	1.6445637640496737	-7.049193800006929	10.077287818646113	11.335602446605623	-1.9527302777586706
FID 108	IID 5108	8.357332785877919	-3.0800487266005487	-0.519762852207577	-3.676436930167148	3.503889945104863	-5.143510318133543	0.6415215469010396	3.548011092359739	6.468656257386894	5.041812875328987
FID 109	IID 5109	1.139654004919688	5.136775698224233	2.796993570596386	8.638188310784763	-7.891955423739385	1.7046178819441702	1.8664529829311283	2.5457375712178187	6.109391259521447	-0.27817202189308216
FID 110	IID 5110	4.7452129144390485	3.348615288581171	1.5049817549018223	-0.13419314814551375	-3.6006287960818457	8.102424367103902	4.256579823227944	-3.4714821934758158	-1.2815543488894037	4.711630765148545
FID 111	IID 5111	-0.40778828988577476	1.7367843445244238	-1.57676428780232	11.275208713698456	6.315309571137203	0.26248582354171474	3.8501789951732173	0.6065566685229486	-7.066096312499732	11.363603676126203
FID 112	IID 5112	4.341489919246724	-3.5762831978765104	2.098300692070974	-6.710656656916276	-0.1097723183710122	-4.522255801971997	4.98519914526568	0.31308369590159213	2.3303868962039127	3.4024551050179515
FID 113	IID 5113	-0.5551732957909171	-1.5570954607433898	-4.594270231793353	-6.512656544547514	-9.537580368784447	-0.2029504816754364	-1.294098397839372	2.968279775273526	-0.5163746449874831	-5.472624738913239
FID 114	IID 5114	-1.011210172820307	1.5921136982452084	-2.7000491022304054	0.15736256481537914	-0.8581145529230643	4.047516956210197	-5.857424224231618	6.041366641944327	2.0021140561585895	-3.1982169225100465
FID 115	IID 5115	-1.4964204656440898	3.399451758578608	-0.8157331039449325	2.857961675903617	4.298126108431491	-0.21524355698216935	0.42523617761918375	4.965905440304412	3.1451108143132767	2.9119001934716864
FID 116	IID 5116	4.011539904843672	-3.69453529813637	-4.92464188760027	0.6479152666399115	-2.2661846161443018	-3.450318778141375	0.5338425657000334	0.8429700184572245	0.47270868519938203	4.93564639885156
FID 117	IID 5117	-1.6969239384054908	-2.040488811763875	-3.7933578659948615	3.7717174974170997	7.584288015972234	-2.0619835659961145	-7.959284606846264	4.4362107872601255	3.3327747619675727	2.8729676679988945
FID 118	IID 5118	2.6143902852398275	4.373923294363775	-0.925199882765301	7.515499177167044	-5.398770600367705	8.464629411429677	-0.5183082051568584	5.485596274303704	6.054794755731758	2.252477156072322
FID 119	IID 5119	3.9379929675192633	-4.5975528797399035	0.9502535740268538	-2.701778408986202	1.7576123957363778	-1.795017692293172	-8.329707981631172	-1.5545298560525014	4.136777288749313	0.7453507185288082
FID 120	IID 5120	5.130982654067567	2.9486162049224163	3.7267003483557772	-6.745927262431499	-12.84017130093892	-4.816911384518747	8.70013812828213	3.9824682265893845	4.909857953384806	-0.554598657632108
FID 121	IID 5121	-0.9594009805867343	-0.3431576211547004	-4.433366501534888	4.052605878572662	1.53149827735905	6.7561087166704095	-12.759637489547742	4.3194101259491235	4.5872347962216775	0.49514560236017063
FID 122	IID 5122	12.90731670751794	0.5552462492723107	1.3995643496764432	-1.8965198798492273	-4.8236279614695245	6.311674546827753	-7.691834248563801	-1.4103840597744832	9.59772377696401	1.9746496864390701
FID 123	IID 5123	-3.244224873307547	-6.506348984387285	-8.499396309587796	5.150761576898488	5.3196625698229	-1.989163230765496	-4.754405000290933	-5.715846940339458	-11.51940330966297	3.1683230795032506
FID 124	IID 5124	-2.016899177672104	-2.167764356228716	-6.641092339200178	4.799955215893761	5.773909086392839	4.383373863514306	-14.013636824393277	6.969704208270262	-1.2495788929058775	-0.052272662816798654
FID 125	IID 5125	1.7532683392324984	-0.9940541844537008	-5.02943557327187	-4.749075636212351	-0.20620124212959517	1.9435623704561849	-4.995600296826231	4.164145610001152	2.7242075715129914	1.3199784491571447
FID 126	IID 5126	6.579243331148362	3.085956871337891	7.414605154657078	1.30998496071187	-11.053226236728639	9.779698291384193	-1.9183340191033433	-2.787471931746713	3.505877810402954	-0.513160364360365
FID 127	IID 5127	-1.3351398149457603	-0.6489343620970027	-1.6342775306812447	0.5507854748781826	9.915368409071194	-2.742653540822963	-3.4302676460880717	4.361772128264564	-2.1797546542331436	3.882011032826103
FID 128	IID 5128	5.294659740552081	-9.991752009014789	-2.4131977842790677	-7.325660793536966	-2.0320796846264875	-6.912862873678141	-0.7987721695391037	-3.3578451631125636	10.203364498184687	-6.512957175373673
FID 129	IID 5129	-0.25004983205207765	2.524840255177212	-2.8116245441990544	10.88757728639945	2.4248162212027022	9.834759398008577	-11.341317952502356	1.5207272521723771	-1.1247535371596853	-4.137818937680611
FID 130	IID 5130	-6.939917084074812	-2.5325753355651504	2.0654523800283697	3.9234413242755863	-1.9314734586927245	-0.22260222081345737	-0.9074656210996355	3.8080709356601665	1.6981901140963498	-0.8954651840639392
FID 131	IID 5131	2.885563123451269	-0.9142414708783395	1.844124651862054	5.1996162497134675	-0.6650009838930604	3.3010383062033934	-5.054876768293088	-1.3162011572733947	4.319986013595923	-0.03691538038795583
FID 132	IID 5132	-4.672483623012166	2.631143235301727	3.286976827125806	1.7179988859204853	7.823431521475285	3.0146903738847097	-9.739617726717777	-0.41511558113156477	-3.381273954808186	2.0707861426412193
FID 133	IID 5133	1.9666987753166603	1.4330095760950239	-0.30473955968957167	-6.004130671965934	-1.0930880581354585	-3.70604557344509	5.519017757923083	-3.5670107227528067	1.0987024298578736	2.9164124725461202
FID 134	IID 5134	-5.594382724567888	0.6066939538106169	-2.158892393334435	-1.3006127328354458	4.850414580290351	0.715297347710576	-4.184917207842481	6.704504061263034	-2.8363568210055536	-2.6630868898621847
FID 135	IID 5135	0.7810893037278848	0.8073955442489305	6.841611804002303	-1.363533200213787	3.523903995106969	3.9628040941590537	-8.576757454190096	-10.06054279263614	4.057118738874171	0.5210690309078047
FID 136	IID 5136	1.3297324065727076	-1.7514643266024024	-0.5213406325229372	-1.2386940424469128	1.1903933040721353	-2.581064141565895	-2.713198827130763	-1.8085252381652952	0.5678189803951161	2.8200971332078315
FID 137	IID 5137	-3.3838379302180934	1.6941447818183046	-1.8331285104502433	3.453453068238699	1.3320773506691443	2.060414733922314	-3.9970062889957862	-1.6698869453821112	-3.4171857783855035	0.4837875856206131
