FID	IID	Outcome	Mediator
FID 82	IID 5082	-22.566500738379244	-15.232166228024957
FID 83	IID 5083	14.200227170107915	5.665814112260192
FID 84	IID 5084	13.511317843799288	7.632942270057177
FID 85	IID 5085	5.8144137638007845	3.7107388506363215
FID 86	IID 5086	5.286713412735543	0.8719531817259285
FID 87	IID 5087	3.937392045059437	5.083302055485795
FID 88	IID 5088	12.55037086855844	11.875789222390615
FID 89	IID 5089	13.801120148677649	4.293422264967134
FID 90	IID 5090	8.280564632065845	10.802036020356132
FID 91	IID 5091	-6.911236590726432	-9.239686161005462
FID 92	IID 5092	-9.755291468489602	-3.256835142607896
FID 93	IID 5093	-4.010823043110881	-4.252742453114317
FID 94	IID 5094	6.040933767475062	8.288902878978426
FID 95	IID 5095	-3.6677703951275995	0.00017778990601557965
FID 96	IID 5096	-6.51778653268555	-4.048164455099117
FID 97	IID 5097	6.948193957924056	4.104154912267086
FID 98	IID 5098	-0.3105755247281081	-1.629578051290024
FID 99	IID 5099	0.005889990064875228	1.0235674046415975
FID 100	IID 5100	1.5649007589749324	-0.8409164284523858
FID 101	IID 5101	-13.939118181512063	-17.277084008820715
FID 102	IID 5102	-11.677283658437782	-7.608464010195828
FID 103	IID 5103	0.6181300041858651	0.7235574260003281
FID 104	IID 5104	-5.002328126945006	2.654786884030479
FID 105	IID 5105	-15.318474182022381	-10.014299650736652
FID 106	IID 5106	-5.983470329181764	-8.348399736635118
FID 107	IID 5107	10.399746488274745	9.753265834957908
FID 108	IID 5108	-8.934134957075257	-4.400777881616976
FID 109	IID 5109	5.590904568366209	5.75290061277462
FID 110	IID 5110	9.982029205192593	16.11242961130949
FID 111	IID 5111	11.010103871434431	10.065405821349191
FID 112	IID 5112	4.3696017304142805	7.30333776319048
FID 113	IID 5113	-4.052331115420561	-0.6226929125111473
FID 114	IID 5114	11.798612559262267	10.574167327499811
FID 115	IID 5115	0.5417909853521667	3.2068345495565906
FID 116	IID 5116	9.707797094130473	7.988306457574157
FID 117	IID 5117	17.484499325961394	9.453384266643933
FID 118	IID 5118	14.799840939816605	6.3092133256399805
FID 119	IID 5119	-1.1366811463359605	1.5255237690247836
FID 120	IID 5120	28.236822471457867	18.525831010405422
FID 121	IID 5121	19.61125416728137	15.683658672209901
FID 122	IID 5122	18.849864054173526	14.166633086452359
FID 123	IID 5123	-17.588731151671606	-16.32310167287687
FID 124	IID 5124	-2.0295245156664734	1.0322543110458453
FID 125	IID 5125	5.778104366332983	5.586953681892388
FID 126	IID 5126	-11.642303360989937	-8.54149279465555
FID 127	IID 5127	1.8917402170078867	5.8552202984689385
FID 128	IID 5128	-4.277136719438671	-6.59683506842609
FID 129	IID 5129	-1.2612160693611159	-0.09523176942144396
FID 130	IID 5130	-0.08208090928424361	8.668960023951076
FID 131	IID 5131	-1.117884703629314	-5.602226742649457
FID 132	IID 5132	-0.7546728132152286	-0.6732954185899791
FID 133	IID 5133	0.5752965898378317	4.537348729311381
FID 134	IID 5134	13.497236991517559	9.459001123255899
FID 135	IID 5135	-0.8184888675591893	0.36102868678844846
FID 136	IID 5136	1.6069697765082274	-0.4747237662857402
FID 137	IID 5137	1.0003729471430993	0.11344616200567392
FID 138	IID 5138	-5.939941410819155	-0.2118107092829924
FID 139	IID 5139	2.813741162286955	4.135306026114078
FID 140	IID 5140	0.8993363661660769	1.7943036730366149
FID 141	IID 5141	5.673712631253013	2.367542857981012
FID 142	IID 5142	-13.550925678933558	-17.127080871110604
FID 143	IID 5143	3.7461793339087355	-0.4477150941872585
FID 144	IID 5144	14.527123314162889	9.197836759572972
FID 145	IID 5145	0.3318842099995989	3.9505341703829986
FID 146	IID 5146	17.169462965014574	16.445236600584032
FID 147	IID 5147	2.646722473328642	3.497014088031828
FID 148	IID 5148	9.805089528676808	11.190378626746883
FID 149	IID 5149	-21.436527346721313	-11.216803140192242
FID 150	IID 5150	7.332431075643751	9.105076749079549
FID 151	IID 5151	-8.322514989890465	-6.827523408279418
FID 152	IID 5152	-17.39310882268927	-10.633829898153877
FID 153	IID 5153	-8.238804448540844	-7.320943172044759
FID 154	IID 5154	-5.502523731625574	-5.144092462454236
FID 155	IID 5155	-9.71150840074972	-10.09223949329176
FID 156	IID 5156	-12.73803666063823	-16.57679721011903
FID 157	IID 5157	3.9233736569094253	6.8965586173069084
FID 158	IID 5158	0.5134892215817269	3.5568480570865546
FID 159	IID 5159	-9.911251250263357	-12.262643287881751
FID 160	IID 5160	-3.8078958779453904	0.1411234989997121
FID 161	IID 5161	-0.7235817591226548	-0.34747345515050965
FID 162	IID 5162	-22.90318682641363	-20.38528662373203
FID 163	IID 5163	17.837573785852367	9.591985470405968
FID 164	IID 5164	2.3656479178183787	-2.170907694139741
FID 165	IID 5165	4.488864280355871	0.5112686938373245
FID 166	IID 5166	-0.18424628009844973	1.90731041729796
FID 167	IID 5167	12.301775103298203	8.748515817450603
FID 168	IID 5168	4.304710482339679	1.449143808520018
FID 169	IID 5169	-8.068327437079004	-2.2743794181975763
FID 170	IID 5170	-13.789176591145242	-9.58917593828254
FID 171	IID 5171	2.575030365771238	3.924810608415284
FID 172	IID 5172	-6.361146528802092	-0.6862126457412985
FID 173	IID 5173	-12.313788702067113	-9.370286570060173
FID 174	IID 5174	-11.321082477645291	-7.871265439732107
FID 175	IID 5175	-1.9933786679749503	2.7730449260776435
FID 176	IID 5176	-1.718143326149734	0.4907592873336504
FID 177	IID 5177	3.2736164635206917	0.5766012105319098
FID 178	IID 5178	2.294884619306785	3.135520928377325
FID 179	IID 5179	-0.17723498898978685	-1.6691185552901646
FID 180	IID 5180	14.532259660802367	12.643260829859502
FID 181	IID 5181	-3.8224157008541186	3.1389766626350752
FID 182	IID 5182	-10.790723336768927	-8.026245810030092
FID 183	IID 5183	3.6867722550453967	-0.5776552828805166
FID 184	IID 5184	1.3802658258274296	1.9829480988171708
FID 185	IID 5185	-6.511957082557128	-6.210310850399789
FID 186	IID 5186	-2.201218242028915	-4.540706792920855
FID 187	IID 5187	6.340411300621888	3.1973408599867676
FID 188	IID 5188	5.216196126315429	1.1662644011308494
FID 189	IID 5189	-2.711257711963851	-0.9887386730037134
FID 190	IID 5190	7.005205256213663	1.8087031259088664
FID 191	IID 5191	-3.0972246392797573	-6.620448877949697
FID 192	IID 5192	9.696746233803584	5.599646548516726
FID 193	IID 5193	-3.083256401945125	-0.6554018952535028
FID 194	IID 5194	5.610015063319887	-1.7148226484436875
FID 195	IID 5195	16.398523627959985	8.941139177807784
FID 196	IID 5196	1.6499206245863398	-1.5431345825972291
FID 197	IID 5197	6.724191758513109	2.9597953588559394
FID 198	IID 5198	-0.7442945188631409	2.233223026184776
FID 199	IID 5199	-0.6010857743734146	6.608462695785782
FID 200	IID 5200	16.050561762162506	11.52474642831115
FID 201	IID 5201	4.165183536604787	-0.6328235976072967
FID 202	IID 5202	13.262654375136819	14.007394012631451
FID 203	IID 5203	11.376886746970538	10.387385029744049
FID 204	IID 5204	-8.898406260444956	-3.484918202530812
FID 205	IID 5205	-0.4408764200991737	-6.195794062988294
FID 206	IID 5206	6.6384924264458345	6.1612109141371825
FID 207	IID 5207	1.6925033159705365	1.3029664789100899
FID 208	IID 5208	1.5659503930843117	2.609628194022604
FID 209	IID 5209	-11.127995178939805	-11.041255782701485
FID 210	IID 5210	-19.69069770647344	-15.97546192891739
FID 211	IID 5211	-2.1732028249842132	-5.5705686248278035
FID 212	IID 5212	16.018159711214672	8.270385142389053
FID 213	IID 5213	-11.820969771618257	-12.322971291551651
FID 214	IID 5214	-0.3794908759338247	-7.601108465985703
FID 215	IID 5215	-19.142264808146606	-13.035574979921945
FID 216	IID 5216	-3.1815921760590866	1.6935982588882839
FID 217	IID 5217	-2.9298728853468945	5.553538861456124
FID 218	IID 5218	5.828574829450019	3.015866980301514
FID 219	IID 5219	-6.854414117274531	-2.0407346580388843
FID 220	IID 5220	6.944409113142408	1.868952469677351
FID 221	IID 5221	5.6817701313022795	2.7086111608028647
FID 222	IID 5222	7.981864078659574	-1.7541682423309606
FID 223	IID 5223	-8.032645054336403	-2.915073694046619
FID 224	IID 5224	16.405785677123646	12.574495535305305
FID 225	IID 5225	8.888476131200246	4.391844534326443
FID 226	IID 5226	3.190567830637154	-1.3591008669145603
FID 227	IID 5227	-9.772180326751577	-0.8112195927080315
FID 228	IID 5228	11.698790931237244	9.629225093459567
FID 229	IID 5229	-6.147308091716039	-3.3574268390297624
FID 230	IID 5230	0.16604042561389099	-3.747504678704443
FID 231	IID 5231	0.3491390850947593	2.3971763199850455
FID 232	IID 5232	4.165704870246099	-2.8342645281427914
FID 233	IID 5233	-14.966430659529744	-10.861714410486861
FID 234	IID 5234	10.38348969415345	15.858448151800214
FID 235	IID 5235	-1.3395580105801141	0.568449157200986
FID 236	IID 5236	3.1592739207691563	2.0718267518066984
FID 237	IID 5237	17.80403076002251	10.061708806670852
FID 238	IID 5238	-15.658224364979182	-14.266279927892832
FID 239	IID 5239	-19.078734513189307	-13.149474371696279
FID 240	IID 5240	5.611971678106309	-3.4764428412271244
FID 241	IID 5241	-0.4663408199306338	-3.670899205781557
FID 242	IID 5242	12.569860193622082	11.596438098805512
FID 243	IID 5243	-2.681432413591792	-1.3203478612516708
FID 244	IID 5244	-0.512247490668706	5.363281916037408
FID 245	IID 5245	-2.885291858102785	-2.9385936616620327
FID 246	IID 5246	-10.370495320812136	-7.459211430592389
FID 247	IID 5247	-4.7833760724225876	-5.9173916206925625
FID 248	IID 5248	1.3379433084478665	-1.1356939156479482
FID 249	IID 5249	-15.269905835395015	-13.39838208164946
FID 250	IID 5250	-2.626155784000622	-5.7790603205269875
FID 251	IID 5251	-9.465172372244098	-3.3585940228820235
FID 252	IID 5252	18.99986538121481	11.21443633627367
FID 253	IID 5253	0.45562392297973353	4.445506231824736
FID 254	IID 5254	4.881307708569638	-0.9876550993600186
FID 255	IID 5255	13.830537066279986	11.568454675063759
FID 256	IID 5256	14.691797261266748	7.0511964200788055
FID 257	IID 5257	5.522300155461194	1.739006571808907
FID 258	IID 5258	-12.007073883708477	-13.00973646389339
FID 259	IID 5259	-3.4780242461165205	1.8156303278757848
FID 260	IID 5260	7.42884397126189	-0.45125865154585476
FID 261	IID 5261	15.613578984204773	7.251986937136297
FID 262	IID 5262	8.839956448097483	7.047914842811136
FID 263	IID 5263	-22.054056795029645	-23.419211489432158
FID 264	IID 5264	27.214108075648927	12.40463683038214
FID 265	IID 5265	-0.3497399218134135	2.3126169276836688
FID 266	IID 5266	-5.159163181351483	-3.513325400186387
FID 267	IID 5267	19.73924292557844	16.07529690539155
FID 268	IID 5268	-3.0015010243632676	1.7893131713675272
FID 269	IID 5269	3.556272500935446	-1.6193538058963008
FID 270	IID 5270	11.3857967638735	9.746731966663333
FID 271	IID 5271	-0.6928105349163133	-0.9045213359896795
FID 272	IID 5272	4.0576585734168065	5.630304362290328
FID 273	IID 5273	5.77388681069185	-0.9409621844449454
FID 274	IID 5274	-12.390176813526155	-14.98919060374544
FID 275	IID 5275	1.683648706832488	-7.3353489804694245
FID 276	IID 5276	8.820114659938165	5.376911941739968
FID 277	IID 5277	-24.674618259464253	-17.497042804871313
FID 278	IID 5278	-3.8307818470657105	4.399161621860241
FID 279	IID 5279	-10.663443693077427	-1.17048222985059
FID 280	IID 5280	20.62425601517692	9.194820961290775
FID 281	IID 5281	5.113845607894686	-4.821703763202768
FID 282	IID 5282	-17.02759103805002	-7.322719457642989
FID 283	IID 5283	6.5539482812249705	10.546707902084657
FID 284	IID 5284	-8.489325191635336	-11.210441796474221
FID 285	IID 5285	1.3071292258657243	2.594742427552066
FID 286	IID 5286	9.157905798057044	10.802026365075193
FID 287	IID 5287	7.168316944207069	0.6714207956169962
FID 288	IID 5288	-1.2488819354638496	0.3794808240741929
FID 289	IID 5289	9.753867748747634	2.6959140897925717
FID 290	IID 5290	8.014434522235524	3.963307486993734
FID 291	IID 5291	-7.739997652418705	-12.087306784125815
FID 292	IID 5292	-3.678225895562271	1.6864782341491242
FID 293	IID 5293	-13.678034420395395	-9.590780640885798
FID 294	IID 5294	-7.7083536693346275	-8.92504121101151
FID 295	IID 5295	3.385784596483946	0.6358227043131308
FID 296	IID 5296	-0.4749699913571437	-1.1871362201220323
FID 297	IID 5297	17.122618496080282	6.414459257290953
FID 298	IID 5298	-7.268323066303314	-7.6645573660520006
FID 299	IID 5299	11.574495103739107	8.390468089975466
FID 300	IID 5300	8.112591451247548	-0.05836394287378788
FID 301	IID 5301	0.17725975237481295	-2.5677499968785122
FID 302	IID 5302	-1.6888398085131293	-0.519203179017433
FID 303	IID 5303	7.775377986166224	9.955195124900198
FID 304	IID 5304	5.584821834266862	1.4471642698330607
FID 305	IID 5305	-8.167674874187961	-11.138777005371207
FID 306	IID 5306	8.706226093274317	5.046748728778865
FID 307	IID 5307	2.6134437914431543	5.765585279011336
FID 308	IID 5308	1.2413744559137456	7.683991263951059
FID 309	IID 5309	2.308303565231515	6.993853993025956
FID 310	IID 5310	-4.096525950777373	-0.040602450751600294
FID 311	IID 5311	-7.053445142377256	-5.534429369846195
FID 312	IID 5312	2.547734581495236	-1.8044372737457852
FID 313	IID 5313	-8.618232411358179	-10.17486256436268
FID 314	IID 5314	15.515207883436817	13.07078093530729
FID 315	IID 5315	29.606255389415075	17.92062151399439
FID 316	IID 5316	-8.75571025962223	-9.521001298559701
FID 317	IID 5317	-2.5964474849469283	7.106403740240426
FID 318	IID 5318	12.478498022209653	11.2792237799808
FID 319	IID 5319	-12.623328564462168	-6.26677478684447
FID 320	IID 5320	-1.2213456621044334	-4.97132375091978
FID 321	IID 5321	-26.563632696769485	-17.343236029670045
FID 322	IID 5322	-0.8618524803522667	-1.0828929151616469
FID 323	IID 5323	12.54108841758018	8.823047294865885
FID 324	IID 5324	3.9135378623917703	-0.8074090158894496
FID 325	IID 5325	0.24503415549209384	-0.9572706559251416
FID 326	IID 5326	17.767834544029746	6.010546085966434
FID 327	IID 5327	-12.563021659188985	-13.24634938724201
FID 328	IID 5328	7.533682903706061	3.3950281240189217
FID 329	IID 5329	4.872817005876239	2.973298744888276
FID 330	IID 5330	-0.9592791692646373	4.3682529344227
FID 331	IID 5331	-0.3609279688910938	-2.533812257389096
FID 332	IID 5332	-17.806740810841774	-10.242136461503566
FID 333	IID 5333	3.9387907348539435	-0.8915456958208287
FID 334	IID 5334	1.8388300987878947	7.735455009052018
FID 335	IID 5335	-2.9845450338060697	0.45870968709599724
FID 336	IID 5336	5.182163712125828	-3.4374862316072887
FID 337	IID 5337	6.073373578285269	6.682459603569041
FID 338	IID 5338	1.5965757935546956	-2.7966373140355705
FID 339	IID 5339	-2.305844751818677	-4.047072709470846
FID 340	IID 5340	-0.9713850848141257	-2.8769726679585648
FID 341	IID 5341	2.589339662664945	5.3053395374232375
FID 342	IID 5342	-4.185882957552373	0.8465231329221095
FID 343	IID 5343	-0.069800788353239	3.9818654347949964
FID 344	IID 5344	-15.510328668234719	-11.093495851107257
FID 345	IID 5345	-2.174187754940954	2.9400688553101
FID 346	IID 5346	-3.8620838288693258	-4.820701346127063
FID 347	IID 5347	18.13777344269076	17.18794635430322
FID 348	IID 5348	0.7380387559010262	-5.103753719335821
FID 349	IID 5349	5.059280215039394	-2.1017880187667117
FID 350	IID 5350	2.814243472723301	3.604236684335257
FID 351	IID 5351	-32.02283707692594	-22.054134897242538
FID 352	IID 5352	6.861118032828484	2.3275777229856494
FID 353	IID 5353	-6.184948434034556	-0.1072932187950455
FID 354	IID 5354	-2.8818785768625528	-6.425012179051055
FID 355	IID 5355	-12.433603380877305	-9.568450859284559
FID 356	IID 5356	-7.072393602865926	-5.220541084560465
FID 357	IID 5357	8.311035751581747	1.9473136471022399
FID 358	IID 5358	1.1284791820110627	-2.4200884663177264
FID 359	IID 5359	-10.694918591898132	-5.223441741015691
FID 360	IID 5360	-17.041066215073386	-21.331248797909495
FID 361	IID 5361	-0.7393847874453474	4.172109551498488
FID 362	IID 5362	2.0536388865336814	-5.51333319052325
FID 363	IID 5363	-15.666412146449446	-14.160927673968827
FID 364	IID 5364	0.993614153370014	-6.3556044586305145
FID 365	IID 5365	3.039558474873481	0.6102719580932492
FID 366	IID 5366	-11.313728846748829	-5.107760949091761
FID 367	IID 5367	-14.351752004596552	-14.818505218203018
FID 368	IID 5368	-1.9462197602125753	-0.11074413962918483
FID 369	IID 5369	8.059877599566963	2.452215857293418
FID 370	IID 5370	8.864716795889558	7.909348186857238
FID 371	IID 5371	8.64293883434391	5.62038079347653
FID 372	IID 5372	-0.09665245587127735	0.1150495022373228
FID 373	IID 5373	-10.173324885332946	-6.312795660964021
FID 374	IID 5374	-12.174374070829352	-9.823958635869978
FID 375	IID 5375	-7.491188614964237	-6.534708215619223
FID 376	IID 5376	5.525373644585752	0.7925787805934519
FID 377	IID 5377	-7.3724471348170635	-5.443660993490031
FID 378	IID 5378	15.24324694899699	12.922469630901741
FID 379	IID 5379	-13.499127436299677	-12.758439246169766
FID 380	IID 5380	15.31950104710991	12.168301879678538
FID 381	IID 5381	9.955527782816917	4.192530574830505
FID 382	IID 5382	-1.1889274757199324	-8.89860443761093
FID 383	IID 5383	3.4963820171200606	0.4417314933076377
FID 384	IID 5384	4.9166522192097055	6.543321480821153
FID 385	IID 5385	2.931129547502628	8.120535948463562
FID 386	IID 5386	-8.305945373398767	-5.196386701629148
FID 387	IID 5387	-4.4934282039953715	-2.5963155319461713
FID 388	IID 5388	6.567175962028513	4.212964295810904
FID 389	IID 5389	8.866925213035836	2.6327565684413727
FID 390	IID 5390	16.40610552850086	5.72952595692099
FID 391	IID 5391	-3.425041754411242	1.5191643587011816
FID 392	IID 5392	7.377813772677159	-1.5049867884151036
FID 393	IID 5393	-8.774371351503472	-13.258232033313528
FID 394	IID 5394	14.823685538295928	1.4379018661586171
FID 395	IID 5395	-10.18280221553071	-6.225807215154578
FID 396	IID 5396	-2.4644085277636774	-2.230877581841736
FID 397	IID 5397	-15.429632586714058	-14.498779686446154
FID 398	IID 5398	-14.541500423092135	-13.8310753565956
FID 399	IID 5399	-7.287513611427398	-11.282826167475958
FID 400	IID 5400	-1.375866964965498	2.7327212136342904
FID 401	IID 5401	2.6425954305422064	7.069205195529455
FID 402	IID 5402	-4.129772577444191	4.992444709641608
FID 403	IID 5403	-14.779749114212615	-13.232983270567502
FID 404	IID 5404	-6.725191569986999	-5.148538774579751
FID 405	IID 5405	-7.678319709787985	-0.6034308281370837
FID 406	IID 5406	-12.082910691597183	-11.980245024172655
FID 407	IID 5407	10.88806310822465	5.059723677742205
FID 408	IID 5408	14.436850529316066	14.03147872018084
FID 409	IID 5409	4.507631088002251	1.0986775534989763
FID 410	IID 5410	2.010184252591044	0.09447469859529134
FID 411	IID 5411	4.961459198178513	0.9549171865383883
FID 412	IID 5412	5.730826179208817	1.9941266982630497
FID 413	IID 5413	-9.283350870063474	-7.6133626638016505
FID 414	IID 5414	20.534845417865313	9.174031697413621
FID 415	IID 5415	16.13640458275437	5.157204671458349
FID 416	IID 5416	12.787015987910468	7.923210531239075
FID 417	IID 5417	10.559711949625566	3.190558158572257
FID 418	IID 5418	-0.3225969447029343	0.802012586424226
FID 419	IID 5419	-6.824689106876278	-10.598241750408327
FID 420	IID 5420	-0.9921543948825751	5.802562358864937
FID 421	IID 5421	7.073339001677621	-2.159842414281478
FID 422	IID 5422	-15.036897530715386	-9.745915770253017
FID 423	IID 5423	6.151534474432596	3.2316410896229892
FID 424	IID 5424	2.70194399173293	3.503295541097535
FID 425	IID 5425	18.344410202353153	9.417222833091035
FID 426	IID 5426	-16.364538525811014	-12.928683049897785
FID 427	IID 5427	2.985227231952888	-4.433032880941245
FID 428	IID 5428	11.800976143726176	5.09284949894271
FID 429	IID 5429	-2.749859164272774	-4.70643627339874
FID 430	IID 5430	-0.6662722088865223	-2.1626154121670034
FID 431	IID 5431	-13.189305887784899	-5.614062990053373
FID 432	IID 5432	-15.195478201250713	-7.307487382142224
FID 433	IID 5433	-9.42810123586837	-4.528684164085112
FID 434	IID 5434	-4.800013652989745	-2.6779756810076405
FID 435	IID 5435	-5.782471326451247	-0.0715953469982642
FID 436	IID 5436	11.120253718628454	7.619956538746639
FID 437	IID 5437	-12.420439071452797	-13.813270511941353
FID 438	IID 5438	-1.9385327243102803	0.7113091614942469
FID 439	IID 5439	-3.1955406355661564	1.5533206674021982
FID 440	IID 5440	5.575298330225339	3.8605706796877803
FID 441	IID 5441	5.993588817574072	3.9996784337896547
FID 442	IID 5442	-2.4646463832613423	-1.5361100654372435
FID 443	IID 5443	7.625133159630492	6.979598249442561
FID 444	IID 5444	5.394021903628227	6.818426882940182
FID 445	IID 5445	-13.17157875779561	-7.937859069584796
FID 446	IID 5446	4.124249259063958	4.37776867213175
FID 447	IID 5447	-15.069988965444233	-9.453000550551014
FID 448	IID 5448	12.05407050210815	0.27564843745009426
FID 449	IID 5449	6.041262797924735	2.675944598829761
FID 450	IID 5450	9.834711878094115	2.854690168712401
FID 451	IID 5451	-9.018164072507595	-10.134760165445263
FID 452	IID 5452	18.89867763015675	15.559301912528422
FID 453	IID 5453	-14.836134174638886	-12.044855092522688
FID 454	IID 5454	6.389425595837564	2.86323485372867
FID 455	IID 5455	17.717390620678014	14.544076239019738
FID 456	IID 5456	-6.7947903221758335	-10.956410923562878
FID 457	IID 5457	-19.544089634726205	-10.550220602426869
FID 458	IID 5458	4.897735049723424	9.731765936127502
FID 459	IID 5459	15.301808213715166	10.67032273788816
FID 460	IID 5460	6.513334232013435	-2.393978367786698
FID 461	IID 5461	5.179604553011398	1.6085689406314905
FID 462	IID 5462	2.9002077796546573	6.26780247525434
FID 463	IID 5463	14.899185299292668	11.028310092919316
FID 464	IID 5464	9.048585515491926	-2.3550807064837995
FID 465	IID 5465	-4.0415362966323425	-1.1783554248472576
FID 466	IID 5466	7.980901245498632	2.8879740354147865
FID 467	IID 5467	1.3882516621326304	-0.24640286142759038
FID 468	IID 5468	-15.026000003438758	-18.197859761032127
FID 469	IID 5469	10.062432604042884	3.363115445716405
FID 470	IID 5470	5.806883809707125	1.7652722911625374
FID 471	IID 5471	2.8780365522666504	-0.1434716455722027
FID 472	IID 5472	7.744430879445019	5.424931999666594
FID 473	IID 5473	1.0605056758931273	1.1850673649212795
FID 474	IID 5474	-21.072915130188363	-18.469856392434796
FID 475	IID 5475	-17.87632438868761	-16.55041491592349
FID 476	IID 5476	-1.8243646983635786	0.5869070231257187
FID 477	IID 5477	2.8685869647184434	5.4137765914292295
FID 478	IID 5478	-2.7162893368901218	-3.165383660774689
FID 479	IID 5479	-13.456167974171702	-1.5569141255285304
FID 480	IID 5480	8.919100668282262	5.127874972895861
FID 481	IID 5481	-5.140780375053358	-5.151857925831184
FID 482	IID 5482	7.310313203851304	7.148231994064208
FID 483	IID 5483	-1.0277665918383365	-0.4573368509078142
FID 484	IID 5484	3.917728112223518	0.42812417583623685
FID 485	IID 5485	-3.7183722372289774	2.743640089462742
FID 486	IID 5486	8.015553245398657	3.4889197487489305
FID 487	IID 5487	4.024951502496955	4.399827027282496
FID 488	IID 5488	11.399072452359228	8.854942416114753
FID 489	IID 5489	-3.421237240972406	-8.998074096038955
