FID	IID	my covar 301	my covar 302	my covar 303	my covar 304	my covar 305	my covar 306	my covar 307	my covar 308	my covar 309
FID 14	IID 5014	0.5094145531503556	-0.8948520415625256	-0.5976169768766186	-0.36484113717930816	2.4598990504012916	-1.1790421100856927	-1.0086897332090945	-0.7153948305749964	0.34750479382179744
FID 15	IID 5015	0.5420514277739685	0.9157393171352171	0.1337742488272697	1.0141675539214308	1.280194658273104	0.167643262973513	-1.6168208934136894	0.8690126072614394	0.23356338588585332
FID 16	IID 5016	0.37271561711814166	0.5871056632358236	-0.5309553736128556	2.114508412855962	1.11823344068995	-1.9159101279935384	-0.24852785090871043	-1.0111132457034422	0.5055492831199867
FID 17	IID 5017	0.16285564991441998	-2.2257021651101194	-1.2969748335457725	-0.6704459010652654	1.17471964149109	-1.1004443229624365	-0.2363521897414308	-0.5824908145650094	0.26053641230089397
FID 18	IID 5018	-1.662727809771226	0.027271484479309663	-0.06682017563318164	-1.6649216059708596	-0.0053958724847659465	-0.07979643510969024	-1.0237821431226106	0.4268871323490569	-1.8129737411767948
FID 19	IID 5019	0.17604814667597005	1.9559938260181138	-0.2309354274397809	1.524416563818381	-1.2949453524073762	-0.3377000715404143	2.482728705550187	0.31386770411111137	-0.1149775387894438
FID 20	IID 5020	0.8546593671020553	0.2364928754281354	-0.5709336378959361	-0.7406323184583993	2.5449185330263284	-1.0278763630247818	-1.5751157724875726	-0.6894377009370233	-1.4776352746609176
FID 21	IID 5021	-0.9372090021411739	-0.03457566691774996	-0.9995278705705349	-0.16341577691584783	-0.15971876765948345	-1.0957507825439576	0.38249351547518334	0.9247721675088012	-1.6899433998883584
FID 22	IID 5022	-0.7558038336386559	-0.09354535910372452	-0.09427068373568992	0.08032571444229204	-0.00048594710617258133	0.3381681540046663	0.32751920659165296	2.3510241453228247	0.9498783976671066
FID 23	IID 5023	0.791250656394347	-1.658812467054056	0.4443019117836781	-0.05912582343559255	2.08297120953752	0.46747838172985856	0.24279864781119423	0.7942682584784244	-0.3794950192024565
FID 24	IID 5024	-0.08085033348221161	-0.37201459893448086	1.579280509564654	-2.8072606772066164	1.3058877900490764	-0.6782953808335226	0.3982118417012401	1.7304758455329576	1.5306618277426338
FID 25	IID 5025	0.6196714330595378	-0.25026638935824413	-0.3073711388759919	-1.2198660596553248	1.1074090876490448	0.37336732887482804	-0.3957115037188795	0.44190990716078016	-0.4787043534574207
FID 26	IID 5026	1.3457964526171937	-1.4634224759167194	2.0461992579426007	0.4922291862686144	-0.048715064233819556	-2.961861664047596	1.3631202014648356	0.6485990065850266	0.6379682667505705
FID 27	IID 5027	-0.667862109387274	0.023005099962296875	1.0693816215505088	-0.33519044551542915	-0.20389785520055725	0.6179612819704995	0.9211671786844624	1.3087750003589493	0.02043251779240722
FID 28	IID 5028	-1.7751897787089035	-0.33896865330137005	0.9231910577120609	-0.5832599030468224	1.089005630849264	0.8018120315203673	0.7328684496893721	0.38929696377090395	-0.7779854010274929
FID 29	IID 5029	2.8416714776130676	-0.8666303059140422	0.6968390974523039	-0.3851846492775073	0.39776511641556705	0.35245918042092483	-1.3335099304857072	-1.7418355582793932	-1.1141975083207063
FID 30	IID 5030	-0.6329347933552479	-0.9444689297879986	1.1258541651671758	0.8811125758150741	-1.1084606003752866	-0.25763281251803394	0.8045936417349989	-0.34964696574920673	0.3162437690298694
FID 31	IID 5031	-0.44073243694764935	-1.2589316485106217	0.11116453489848016	-0.30061606202083946	1.6290762362243452	-0.8462244367595033	-1.583429160299569	0.8901526595390234	0.0016425382186338712
FID 32	IID 5032	-0.2397145355950227	-0.8576559419703796	2.04212114396475	0.15205969239816114	0.009179654920895832	-0.3902563266389842	0.19554472367618475	0.9596645338512524	0.26446742905539783
FID 33	IID 5033	1.0836839033513115	0.07693065279843814	-2.1969684252148918	-2.7334216512625034	-3.001177156412919	-0.2711385249155361	1.5434603311543789	0.11875815133034406	1.3153360443024111
FID 34	IID 5034	-0.1511338506737832	-0.26481058720905487	-1.0785993332377193	0.5291931004102935	0.13111373141406454	0.793793679587672	-2.372272975464704	-0.0253072710780315	-1.4622244749320483
FID 35	IID 5035	-0.8824556396981293	-0.9498903435252397	-1.0574875701625994	1.1974717374912613	0.9308368704250922	0.3447058820719761	2.2894469578823307	0.9535530878989017	-1.1840625151581312
FID 36	IID 5036	-0.39696360071260656	0.7836592423275803	0.680945632334402	-0.6986079657060768	-1.4779987990814396	0.7459910467005275	0.05343260313435824	0.0036530733077086586	-1.0331522021170425
FID 37	IID 5037	-1.1175171442957208	-0.09919010965954342	1.6979741442823186	0.7313067267910192	0.7213989823979617	-0.32398841657499927	2.4866678599032954	0.2633516161698178	1.133224488329646
FID 38	IID 5038	0.3154761057122519	-1.0549529091445784	0.7600334985515306	-0.014843301795134968	-0.17082292728376272	-0.09278402186818487	-1.3857538500803197	0.19155881406785905	0.6416778994428483
FID 39	IID 5039	-0.35717076116902285	-0.3629499327314688	-0.9801615511923482	0.5783940319804797	1.032283348131756	-1.1559535057980665	-0.016524115233040503	0.9537594724989554	-0.4098807560404025
FID 40	IID 5040	-1.794760992907983	-1.2125252578904162	1.027023484768212	-1.2119956899275497	-1.1994487350908412	-0.6729817264966811	0.13442163268678206	1.722313405187872	-0.9313120096512824
FID 41	IID 5041	-0.7628746650072004	1.679488257350833	-0.8553533830698987	0.6649991673051798	-1.219029449059982	0.7534183372957093	0.688819874337593	-1.7719150813019586	-0.4951596579299355
FID 42	IID 5042	-0.6849299697225171	0.7756915268895253	0.19721967183979094	-0.4422408457667763	-1.5931082787029238	0.3456894870874047	-0.11947497720604713	0.4517771724306715	1.6037173874961583
FID 43	IID 5043	1.0618324543570299	0.38843680661313623	0.2517149213818027	2.12621300555865	1.401319355997538	0.1914760256787908	-0.9868838868873123	-0.7458038614278647	1.246513811369737
FID 44	IID 5044	-1.0800199272386626	1.5226753061728613	-0.3469299061735041	0.05196663607152102	0.858566790080372	0.1092673823120818	0.5991514616788723	1.0055066123476804	1.6361468427774097
FID 45	IID 5045	0.25589931225198925	1.509213160757803	-0.579588075683888	0.22800017939404824	-0.21051540547880204	1.0876779821011107	-1.8559801222556134	0.2674436334669109	-0.749489069664566
FID 46	IID 5046	0.32753147003441385	-0.007202115260775954	-1.2915293731772497	0.4546809224128286	0.8999846984268723	0.7833323849433366	-0.09203261629228021	-0.09996926314984918	-0.15046498188840596
FID 47	IID 5047	0.05592163927736248	0.12840523764325476	0.04118246245739302	-1.2055826662144877	-0.07778871410482359	0.34283727460501734	0.5101441592297153	-0.04793464940052919	0.32033166531682145
FID 48	IID 5048	-0.44580179390043345	-0.23554261040256455	1.3590605893683552	1.6326907855196153	-0.8656506324831491	-1.026047785971816	0.5046244248617779	1.0436455575830748	-0.4265232277493068
FID 49	IID 5049	-0.1493864163078014	-0.5360468112386045	1.2470513126531475	-0.23431056557479168	-0.0523804048486235	-1.0031576678703296	1.3100442211727197	-0.010734921304108183	-0.727570812423275
FID 50	IID 5050	-0.3088234990020454	0.9231443499890848	-0.4502429245798802	-0.8074712595731456	1.3533019602764205	0.9457429857503679	0.3899246240663552	-1.1019192306346253	-0.8702578791314696
FID 51	IID 5051	-0.04203599553130585	0.7496396333849146	-0.2972300599515873	-0.3916821613230696	-0.2752152711960675	0.5191349260157941	0.9883249853327256	0.21539761502739582	1.7298499019005278
FID 52	IID 5052	0.12565210791411527	0.31058230036599166	-0.17189567175482068	0.2905833486136441	0.7527095939540432	-0.8605495066781474	0.5898673892094425	0.6052776798029824	-1.430590304613826
FID 53	IID 5053	-1.4976095663407205	-0.5624744351448375	1.1090307586682449	1.095166521424838	1.4746867866264322	-1.1363056157223237	0.08176792516717325	0.3024243808810302	-0.10877739597321955
FID 54	IID 5054	1.1268097528794407	-0.23332668785278537	-0.5742586943419598	-0.13670337735318908	-0.29809469385993526	-1.3457131577188794	0.23770622469391028	0.21365593005084743	-0.35488584299554643
FID 55	IID 5055	2.19118651326198	0.6319585667978415	1.1651384149664723	1.2380235135768682	1.192574027423139	-0.6401853327853119	-1.8047212709250844	-1.6673687946315003	0.29466918000495657
FID 56	IID 5056	2.2670006805726026	-0.4029932142552632	0.4300408540561813	-0.6358373949839361	0.9944799273687517	-2.395042699900713	-0.42506112656309525	-0.8680877434961436	0.22425080920154833
FID 57	IID 5057	1.6864467056088648	-0.8852685302495462	2.0156089226161877	1.0976436297545824	-0.8855758329455545	-0.45035072643339263	-2.069167297821668	-0.6502180891688323	0.37427910395333547
FID 58	IID 5058	0.3453394205683265	1.400474444263513	0.18790771725028985	1.3648163013690084	-0.22157205439890346	-1.153897837616956	0.41596131485458243	-1.6483297520555071	0.7501375405111308
FID 59	IID 5059	-2.1121952544423586	0.15262610029954746	0.988836131198461	-0.24045208919214525	-0.23477303176718778	-1.269803489495686	0.6912890948888745	0.7334208562857473	-0.3764918578189625
FID 60	IID 5060	-1.1598703509368578	1.250365241932584	-0.3539657414111388	0.9162695646457069	1.1228065761260992	0.9773827209822591	-0.468400661709504	0.3027476720717846	-0.33406614612166224
FID 61	IID 5061	-0.19941668375418525	0.47405106124861246	-0.1544701891222203	1.085435726866511	0.5227905648506689	1.2823911989451442	-0.18042250750083458	0.6350979521788361	1.9645145648256785
FID 62	IID 5062	1.202108106238319	0.78639372134925	-1.4116030448552712	-0.9170717660595517	-0.8278827891898454	0.43316016729960033	-0.527518164982346	-1.1608933736249059	0.9595039654836307
FID 63	IID 5063	-0.08441928909836251	1.5125765840257248	0.7182920092117203	0.7996624895191227	-0.43369055468798634	-1.0610465015563373	-0.7681112816538075	1.6812028195976516	1.2158535667301962
FID 64	IID 5064	1.9602804771687483	-2.2103755118773103	1.0510106468352793	-1.1265818782255865	1.7764382896717814	0.4550907215882895	1.8861450041976056	0.2549740956065452	1.052653379903874
FID 65	IID 5065	1.0217290749143924	-1.2308371416181154	-1.114209438945891	0.6984536238608602	2.0948620837413316	-1.3838354840295308	-0.7175397623684462	0.01484095195328343	-1.0496280221442749
FID 66	IID 5066	0.7678990540651361	0.19046644693293516	1.609967918269273	-0.11306901268375429	-1.3444802825185345	-0.24021716393707163	2.058784214466647	-2.021797593246008	-2.2934626370956486
FID 67	IID 5067	-0.41407312559385956	-0.4593603115710482	2.040127755782192	0.6177152249150298	-0.37390565338822773	0.9270897823965696	-1.6712575729720909	-0.3526507520414189	-2.033579319344907
FID 68	IID 5068	-0.6570981530443465	0.34149801170877003	-0.2641926800284231	0.5869009684259371	0.6661360232899505	0.9758718579322871	0.6950774407516418	0.5466326738173468	-0.4269352791400812
FID 69	IID 5069	0.46820397095715344	1.5700413978640024	0.44802386735466665	0.4403862034549279	0.7669380207655386	-1.14546414515738	0.9838899219663797	1.5021377734493737	-0.4706656348528812
FID 70	IID 5070	-0.634524539482783	-0.17466880645885818	-0.2733306853572214	-0.639936268878148	-0.4260032300299101	2.1853211834495303	0.5665565501921946	0.9642011740578474	0.1694474074001278
FID 71	IID 5071	0.07257877312686645	-1.273770618315355	-0.8718237922699226	-0.24730030446999499	1.7443058460675538	1.4320342409521023	0.6011764157235818	0.4210509224503154	0.2539206733055973
FID 72	IID 5072	-2.2465248028240583	0.3912631514107953	0.051740186186646844	0.506391879556803	0.2972117874142507	-2.0844324580465385	1.0133714831112823	-0.487204145532019	0.8101964305419398
FID 73	IID 5073	-0.03650779545664865	-0.5444584255322191	1.5850757572839642	-0.20026943348600154	-2.1571732205452663	-1.2397670563266845	-1.7705806576723901	-0.2108665984771764	2.44204392290351
FID 74	IID 5074	-0.14956157126296427	-1.4647731345369719	-0.6361354647557426	-0.5624122800719742	0.12458985297997141	0.6957461842332814	0.636407964657845	0.19198897420171648	0.327597615848089
FID 75	IID 5075	-0.21326993999211913	0.44123020083918324	1.3383066035244315	0.3428021295515772	-0.7465472755772353	0.2088120580515247	-0.5524982230501698	-1.5120661529240655	1.4102003208961418
FID 76	IID 5076	2.4057815472281354	0.002736301069024522	0.3219189589078818	-0.9407646480191848	0.13405811459114483	0.950661744072466	-0.05974218503928773	-1.4352245712404683	0.7645183091934153
FID 77	IID 5077	0.3590445796818117	-0.6284630325632545	1.1902842492599437	1.6515882661266779	0.9456623056545855	0.533964889696429	-0.19622664286186273	-0.7662675926129339	0.09965879202304845
FID 78	IID 5078	0.6632606846571802	-1.019890002960556	1.0012848546708546	-0.9550044130472898	-0.6892133671835521	0.08072569983389334	-0.642612092746027	1.0704243733178471	-0.2667165155179261
FID 79	IID 5079	0.9552942779175932	0.022974944787657322	1.9844577081001324	-0.11120826624740784	-0.24871571963906078	1.3143918891626243	0.6499747219834855	0.7157216137979725	0.9748665815192483
FID 80	IID 5080	0.9498212528577844	0.17648900829214856	1.0154170486933665	0.635938998622147	0.9425036435135424	0.48559168686688287	0.049303604354093825	0.04929544817279767	-0.5521819047666977
FID 81	IID 5081	-0.4807216021866616	-1.3239135534587185	1.3090368329804463	-0.5590388505378456	-0.029113833736389587	-1.3230855582525989	-1.067807204263825	-0.3082564617990237	0.5006401108387346
FID 82	IID 5082	1.2064460760895077	0.7257200853112583	0.19475613967639935	-1.0297000287369416	-0.9146788620443888	-1.1496511253593988	-0.12745047640897264	0.020779971361216943	-0.5753816213049987
FID 83	IID 5083	-1.1343052995878375	1.387289273027098	0.3132014188881059	-0.2261510210464296	0.7554679204821648	1.6039691514024308	0.5687468045516482	0.23335201380118617	0.7714589171431026
FID 84	IID 5084	1.4397351295136962	0.6409787905566968	0.7486955171305509	-0.9580277628464358	-0.2685163520604825	-0.1881518894680203	2.1087109225970613	-1.6031413786934032	0.31265443749282795
FID 85	IID 5085	-0.022493599253394746	-0.7866563551865681	0.6367967688582773	-1.0972600513179926	0.3988123478588317	1.6916052435126283	0.679138594985845	-0.1452695755024646	-0.5415015065029677
FID 86	IID 5086	-0.007801034267234249	1.6332028592345202	0.560087449558891	0.9378046831885255	-0.694826291244731	1.5066052213135201	-1.808944224367776	-0.2583721621532226	1.6153508630298095
FID 87	IID 5087	-0.8225693886720745	0.5817667395887289	0.6200914381640587	-0.23477994601047045	1.3399076296529073	1.309598606718799	0.5908496114538369	2.385218754567294	1.457474723094857
FID 88	IID 5088	1.4432221210243275	-1.362534780277845	0.06387013120095418	-1.2689916085490234	2.0913655297705938	0.37116613068718807	0.512414011230156	1.5048193612644551	-2.2887639719660946
FID 89	IID 5089	-0.5381971084901325	-1.726368231829699	0.430978673299596	0.3637942160956465	-0.3735769522926784	1.1952308916998686	-0.10748696832075916	1.2606954006693174	-2.0721948691462893
FID 90	IID 5090	-0.2347100470714717	-0.22597554116204058	-0.4945290039541812	0.9369094594959231	1.127764254840935	0.035166700021167084	-1.4762494738575267	-1.3717958660955074	-0.9761818931905315
FID 91	IID 5091	-1.2890407190695414	0.5049520291630785	0.7473013167350506	-0.903699649671716	-0.7638495968591151	-0.3586082643719143	0.3887330420406009	-0.3834744868402839	0.0500185328276981
FID 92	IID 5092	0.836430425184636	-0.14890330636735805	-1.447006496423722	0.47589983400432684	-1.1159195941817106	0.01230996860102006	0.3473620889009086	-0.27191532396848006	-0.16638372217582942
FID 93	IID 5093	-1.1127910865419057	1.2339635193083955	0.40730563896064603	0.9965838815280089	-0.5421029196474898	-0.24449719800299993	-1.0311526348163937	0.0014291133830710867	0.4271176097346151
FID 94	IID 5094	-1.0294455336611215	-0.16896767206732421	1.998070290386509	0.2815188480336463	1.1496870485436326	0.6442684430647352	1.5759385742110819	0.02216860974142134	0.8497041197079375
FID 95	IID 5095	1.2248040820715758	-0.9727003760513105	-1.4733704689319251	-0.7927447957773174	0.6052004731773514	0.1421390359393858	-1.2545727183617568	0.1719472747214517	1.0192261196368775
FID 96	IID 5096	0.21499111814378055	0.9893610680332533	0.5281527731388527	0.8738239844625998	0.25786854346616284	-1.5718138540066278	-1.2775079509630372	-1.2255647162146124	-0.04983209104918155
FID 97	IID 5097	1.6659921846756292	-0.3387973240067604	-0.12386681199120506	-0.7636550240939469	-0.37662153384641495	0.030015121362780433	0.8202344753777008	-0.8086275304842006	0.14841547313191908
FID 98	IID 5098	-0.5178086630802752	1.7217535057384852	0.07197448039263658	-0.4084670558055579	-1.5611432988673692	0.6830666899341626	0.8451150562351075	-1.9456265260928554	0.27124900016521825
FID 99	IID 5099	-1.3990844337982287	-0.2917922109450699	0.9010394120137327	-2.1439423777694135	0.8880077093645765	0.5462989378207935	1.068421344277538	-0.012540038645968402	1.5277431627831684
FID 100	IID 5100	-0.7976447482149793	1.3060449468828115	0.3370718422655172	-0.10363674827100944	1.240597424943115	1.1322077556373178	0.44526561260850556	-0.26356026368376834	0.658509428572702
FID 101	IID 5101	-0.3946533496750636	0.3099646622807141	0.3882232723935964	1.3325804628021782	-0.9222525233371236	0.0985343370562025	0.04791415231677568	-1.0808903141890602	-2.2652088109766706
FID 102	IID 5102	-0.043378541273103394	-0.35556879066703867	1.2273051985036423	-0.3211733617837104	-0.7935465696670554	0.26599834812516815	1.1666606805852813	0.6040944489942418	-0.1300618267527419
FID 103	IID 5103	-0.7130740359221253	-0.14940505549781122	0.6310764944970388	-0.01140719417005802	0.13201974302419978	0.40728972403909103	-0.659636824381743	0.45801395819196816	-0.5845958550184712
FID 104	IID 5104	0.45110690974316675	-1.2830758783288891	-0.3195113157531464	-0.1627249098280946	0.47776307967065634	-0.2408158064408938	-1.7740514001585423	0.07754852841900765	-0.12019429668703922
FID 105	IID 5105	-0.09353266990511698	-0.17836954326540982	0.7308038454483767	0.2556689454164871	0.6657866757501536	-0.8044241596908055	0.15076823286961194	0.6832534913294176	0.019285119463840646
FID 106	IID 5106	-0.1389905375035374	-0.2125093686898738	1.1500909736971499	0.29320085931999346	-2.0956806986008534	0.3067505261782047	-0.6100675670166164	0.918171396831677	1.8846147752651046
FID 107	IID 5107	0.1179183641746233	-0.05008073539411909	-0.7288843353015808	0.9145119253425297	-0.39343538161820546	0.5994259467562235	-0.4877220008858464	-0.9910102704064788	0.10224143098848702
FID 108	IID 5108	-0.37345175572488454	-0.11421584042328722	-0.07335160445003917	-0.618033047486368	0.3741384836401215	-1.6475401444759896	-0.873245865727555	0.11125150051742937	-0.6884418805863404
FID 109	IID 5109	0.31241143743936073	0.7102022507547946	-0.4707717725906239	-1.5121046839465324	-0.42509546674242543	1.102649550159843	-0.03782999160691281	-0.6374882750090565	-0.5268748395903412
FID 110	IID 5110	-1.2210662142689908	-0.7381496184044966	-1.7328541295719635	0.10384635935739567	0.8639743659533212	-0.09469418638477373	0.36141207313321017	0.6405891402915979	-0.70467095849987
FID 111	IID 5111	1.7478120877988947	-0.8390270833025477	-0.7158150806629732	0.4134727388085594	2.3710624065158536	1.2074709734250866	1.9971287571937362	0.26734969569196204	0.1635205678722473
FID 112	IID 5112	1.0610046757541638	-0.4917698662600136	-1.349836192908391	-0.19406955524702565	0.413147263301725	-2.919169517175949	1.2403512373828303	1.371665218645627	0.8050954536507349
FID 113	IID 5113	-0.7075801727573162	-0.6075212809282552	-1.1664879347369823	-0.8346571451520297	2.1359812460296927	0.770799389591462	0.3323011097003596	-0.9073967327436021	0.8875401479895116
FID 114	IID 5114	0.1886642270137509	0.23558519741282552	0.2822721599904869	-0.3073289947511652	0.9684421390573408	0.06144655612688591	-0.1268006300099063	-0.14290918775398068	1.1088478144776768
FID 115	IID 5115	-1.1911053904324278	-1.2785647528013235	-2.1600317870301917	-0.6412125333034666	0.7201163391135164	0.27780822375531977	1.7027772007074076	0.8670436667839792	0.4096734388288511
FID 116	IID 5116	2.203567449093192	0.21399820739874564	0.05917325820706414	-2.423709834813319	2.3831201333418046	0.5701442409340167	-1.564871532238857	0.7147798722483019	-0.18826263330248721
FID 117	IID 5117	0.4885265436232644	1.1929849101847052	1.0573044675358054	0.19075174938394093	0.17861154678743055	0.9763529501091148	0.7065621297940085	-1.2968202389004804	0.3545620849684791
FID 118	IID 5118	1.2900120524284255	-0.7742987808462707	1.9846788434213343	-0.27518624836203787	0.36989852271959844	0.6804707845611453	0.6215465687649036	-0.20252494790703862	-0.6111300111182942
FID 119	IID 5119	-0.9633816581197583	-2.1550016694121346	1.6889475901118494	-0.9197568679550732	1.030162957993581	-0.25495449118272184	0.8996952917479386	-0.5080914776854322	-1.1402212205436342
FID 120	IID 5120	1.2588862060786639	-0.1899914528037572	1.2464301475646271	1.3204360512631088	0.01606542810686216	0.5967742490752881	1.3003068680705518	-0.4130461124763193	-0.702375891055456
FID 121	IID 5121	-1.3423890402192689	-0.4809124095757077	-1.5827409329308677	-0.33557465241295426	-0.8614620361707104	0.6752241986139608	-2.4654863591572984	-0.12768341788088255	-0.6007445717958902
FID 122	IID 5122	-1.043722468174715	-0.613399742846053	-0.6200508746021908	-0.2150399274731689	-0.08922081698785855	1.008370592189694	-0.21408672184760047	-0.12984396191378994	2.5453704940277886
FID 123	IID 5123	0.5431313766889716	1.1596695527106036	0.559277165880846	0.09682806200444932	-0.6315622517093894	-0.38706281313534263	-1.680769010400391	2.125148218230508	0.12228745194412995
FID 124	IID 5124	0.924223976429523	1.936336373414642	-0.6320729052803312	1.189304442094277	-1.059580836220218	-0.8143056811802403	1.085478057953178	0.21832691699508763	1.4542307829112135
FID 125	IID 5125	-2.867616773468916	2.3681796000277395	-0.0747548453154333	1.4468272131748252	-1.0488781713525952	-1.9921823813039161	1.7654763415718517	-0.3431557017961673	1.6783209318824717
FID 126	IID 5126	-0.8279654974097354	-1.18359380905131	-1.9457023874960475	0.34558338215722106	-0.978221100536556	0.8047951448420492	0.7294571411774191	-0.40882418012466065	0.10102080615452148
FID 127	IID 5127	1.0278757791629034	-0.048686631018636684	0.18640638214466004	2.3302518652327664	2.0725873061381908	-0.12865315896107937	-1.3166718036401672	-0.9109519921432881	-0.08869971139388105
FID 128	IID 5128	-0.8423844982253698	0.9505080005616962	-1.3765969438123373	0.6655565130620476	-1.6514158213696422	-0.357141480654811	0.6135761525402734	1.1766671242246018	-1.443230742005237
FID 129	IID 5129	-0.7474983696929165	-1.0929080956484987	-0.6649129326576814	0.4454057338974126	0.6645180679745755	-0.9026791610671687	-0.018619840945304163	1.6507303415811712	-1.0427047164629277
FID 130	IID 5130	0.2899780386644595	-0.7283305061970238	-1.2586653737513287	-0.8016030883588625	2.031887195658999	-1.1160827831274998	0.9117789873097183	-0.8803441752432425	0.9349521641954397
FID 131	IID 5131	-0.7681775471050446	0.7804130883879637	2.4510751360215424	0.568205162878575	-1.132463572264665	-1.146408526624834	-0.1378782413250533	0.046410420242615005	-0.33509375487591647
FID 132	IID 5132	-0.2590707889633761	-0.16948452376610404	-0.3208833435516606	1.4103653761369417	-0.22756387972312755	-0.19872615253273043	0.48158828696929934	-1.1028684991211637	0.31259575351319585
FID 133	IID 5133	-1.5515618361849783	-1.8918187995390776	-1.222546251754442	-0.944802391704673	0.4092146547025146	-0.14453136565080038	0.528008793470654	1.34388728961521	-0.21829593000774283
FID 134	IID 5134	-0.7429191293439756	0.6716325153163031	-1.0120733811305616	-1.1039090545710641	-0.9362743904966653	-0.05725032241139487	0.608650238269773	0.2395051899023645	-0.7992168590192287
FID 135	IID 5135	0.41133532434868086	-0.8489669274304842	-0.3247577550000537	-0.4294478071249513	0.012935054263940104	1.9565148989492411	-0.4740136471484132	-0.14292558965746843	1.1366187384370525
FID 136	IID 5136	0.14145998324716622	-1.0692503840878864	-1.378457309091597	0.964543170688003	1.6217367256889121	-0.4733895465318619	1.1534029760714644	-0.0228060160529229	-1.1418272697285357
FID 137	IID 5137	0.4110992450274058	-0.853765570581029	0.6950181335293785	0.3582943825684842	-0.37657914423622124	0.6422083223101003	0.5326064621890176	-0.30187580762845023	0.2946407663600733
FID 138	IID 5138	0.767947223700907	0.08001270919055965	-0.24113205262145032	0.9005819645855654	1.011255432677756	-1.1559102099847278	-0.4405168243245312	0.5491415084919389	-0.9026658089222332
FID 139	IID 5139	-0.880364049749079	-0.21454941634886016	-0.7627087677307001	0.5690213757274594	-0.4458910676778352	-0.0905277242858608	0.8323006289889455	-2.5322415428815077	-0.9263407930373826
FID 140	IID 5140	0.2360614481486846	1.6657688674518965	-0.1389560959997209	1.5254733263488538	0.5941699427069342	-1.4839412579151519	1.2724843461013573	-0.17260211976783077	1.020629053726337
FID 141	IID 5141	0.33917345262679194	-0.9318605295738098	0.9939925264945749	-0.6711952118374751	-0.2783286574508921	-1.1036990309054966	0.7868099519832383	-0.2855192396659739	1.992611607375626
FID 142	IID 5142	0.792172031206562	2.057804698942228	-0.9721782580612369	1.5418545934834478	0.12861984537757465	0.8749322158028869	-1.5450909536336388	0.7210708957173614	-0.6227674987403868
FID 143	IID 5143	1.5622191034294013	-0.7029835018887579	-2.2684754912617895	-0.1671700556550474	-0.5673543380648729	0.6879555670398502	-0.23218409468239787	-0.42218150634173374	1.4066355618735735
FID 144	IID 5144	0.1891695972371492	0.783859692548148	2.142811836751085	0.46904141171963665	0.9220368711104545	-0.10593520399033501	0.31121775722319583	1.0150058196375544	-1.7341680667999155
FID 145	IID 5145	1.838413183114811	0.22576165756525976	-0.5662215726831976	0.38195731283386675	-0.6150259336372362	1.1203500636725885	-0.6592694241944058	0.8581170359461554	0.09345589675069028
